ID	Title	From	To	House	Term	Session	Meeting	Sitting	Agenda	Subcorpus	Speaker_role	Speaker_type	Speaker_party	Speaker_party_name	Party_status	Speaker_name	Speaker_gender	Speaker_birth
ParlaMint-GB_2019-11-04-commons.u1	Minutes of the House of Commons, Daily Session 2019-11-04	2019-11-04	2019-11-04	Lower house	57					COVID	Regular	MP	CON	Conservative	Opposition	Johnson, Alexander Boris de Pfeffel	M	-
ParlaMint-GB_2019-11-04-commons.u2	Minutes of the House of Commons, Daily Session 2019-11-04	2019-11-04	2019-11-04	Lower house	57					COVID	Regular	MP	CON;I	Conservative;Independent	Opposition	Clarke, Kenneth	M	-
ParlaMint-GB_2019-11-04-commons.u3	Minutes of the House of Commons, Daily Session 2019-11-04	2019-11-04	2019-11-04	Lower house	57					COVID	Regular	MP	LAB	Labour	Opposition	Winterton, Rosalie	F	-
ParlaMint-GB_2019-11-04-commons.u4	Minutes of the House of Commons, Daily Session 2019-11-04	2019-11-04	2019-11-04	Lower house	57					COVID	Regular	MP	LAB	Labour	Opposition	Bryant, Christopher John	M	-
ParlaMint-GB_2019-11-04-commons.u5	Minutes of the House of Commons, Daily Session 2019-11-04	2019-11-04	2019-11-04	Lower house	57					COVID	Regular	MP	CON	Conservative	Opposition	Leigh, Edward Julian Egerton	M	-
ParlaMint-GB_2019-11-04-commons.u6	Minutes of the House of Commons, Daily Session 2019-11-04	2019-11-04	2019-11-04	Lower house	57					COVID	Regular	MP	CON	Conservative	Opposition	Laing, Eleanor Fulton	F	-
ParlaMint-GB_2019-11-04-commons.u7	Minutes of the House of Commons, Daily Session 2019-11-04	2019-11-04	2019-11-04	Lower house	57					COVID	Regular	MP	CON	Conservative	Opposition	Ford, Victoria Grace	F	-
ParlaMint-GB_2019-11-04-commons.u8	Minutes of the House of Commons, Daily Session 2019-11-04	2019-11-04	2019-11-04	Lower house	57					COVID	Regular	MP	CON	Conservative	Opposition	Laing, Eleanor Fulton	F	-
ParlaMint-GB_2019-11-04-commons.u9	Minutes of the House of Commons, Daily Session 2019-11-04	2019-11-04	2019-11-04	Lower house	57					COVID	Regular	MP	LAB	Labour	Opposition	Hillier, Margaret Olivia	F	-
ParlaMint-GB_2019-11-04-commons.u10	Minutes of the House of Commons, Daily Session 2019-11-04	2019-11-04	2019-11-04	Lower house	57					COVID	Regular	MP	LAB	Labour	Opposition	Hoyle, Lindsay Harvey	M	-
ParlaMint-GB_2019-11-04-commons.u11	Minutes of the House of Commons, Daily Session 2019-11-04	2019-11-04	2019-11-04	Lower house	57					COVID	Regular	MP	LAB	Labour	Opposition	Harman, Harriet Ruth	F	-
ParlaMint-GB_2019-11-04-commons.u12	Minutes of the House of Commons, Daily Session 2019-11-04	2019-11-04	2019-11-04	Lower house	57					COVID	Regular	MP	CON	Conservative	Opposition	Laing, Eleanor Fulton	F	-
ParlaMint-GB_2019-11-04-commons.u13	Minutes of the House of Commons, Daily Session 2019-11-04	2019-11-04	2019-11-04	Lower house	57					COVID	Regular	MP	LAB	Labour	Opposition	Harman, Harriet Ruth	F	-
ParlaMint-GB_2019-11-04-commons.u14	Minutes of the House of Commons, Daily Session 2019-11-04	2019-11-04	2019-11-04	Lower house	57					COVID	Regular	MP	CON;I	Conservative;Independent	Opposition	Clarke, Kenneth	M	-
ParlaMint-GB_2019-11-04-commons.u15	Minutes of the House of Commons, Daily Session 2019-11-04	2019-11-04	2019-11-04	Lower house	57					COVID	Regular	MP	CON;I	Conservative;Independent	Opposition	Clarke, Kenneth	M	-
ParlaMint-GB_2019-11-04-commons.u16	Minutes of the House of Commons, Daily Session 2019-11-04	2019-11-04	2019-11-04	Lower house	57					COVID	Regular	MP	CON;I	Conservative;Independent	Opposition	Clarke, Kenneth	M	-
ParlaMint-GB_2019-11-04-commons.u17	Minutes of the House of Commons, Daily Session 2019-11-04	2019-11-04	2019-11-04	Lower house	57					COVID	Regular	MP	LAB	Labour	Opposition	Spellar, John Francis	M	-
ParlaMint-GB_2019-11-04-commons.u18	Minutes of the House of Commons, Daily Session 2019-11-04	2019-11-04	2019-11-04	Lower house	57					COVID	Regular	MP	CON;I	Conservative;Independent	Opposition	Clarke, Kenneth	M	-
ParlaMint-GB_2019-11-04-commons.u19	Minutes of the House of Commons, Daily Session 2019-11-04	2019-11-04	2019-11-04	Lower house	57					COVID	Regular	MP	LAB	Labour	Opposition	Spellar, John Francis	M	-
ParlaMint-GB_2019-11-04-commons.u20	Minutes of the House of Commons, Daily Session 2019-11-04	2019-11-04	2019-11-04	Lower house	57					COVID	Regular	MP	CON;I	Conservative;Independent	Opposition	Clarke, Kenneth	M	-
ParlaMint-GB_2019-11-04-commons.u21	Minutes of the House of Commons, Daily Session 2019-11-04	2019-11-04	2019-11-04	Lower house	57					COVID	Regular	MP	CON;I	Conservative;Independent	Opposition	Clarke, Kenneth	M	-
