ID	Title	From	To	House	Term	Session	Meeting	Sitting	Agenda	Subcorpus	Speaker_role	Speaker_type	Speaker_party	Speaker_party_name	Party_status	Speaker_name	Speaker_gender	Speaker_birth
ParlaMint-GB_2018-11-23-commons.u1	Minutes of the House of Commons, Daily Session 2018-11-23	2018-11-23	2018-11-23	Lower house	57					Reference	Regular	MP	CON	Conservative	Opposition	Huddleston, Nigel Paul	M	-
ParlaMint-GB_2018-11-23-commons.u2	Minutes of the House of Commons, Daily Session 2018-11-23	2018-11-23	2018-11-23	Lower house	57					Reference	Regular	MP	CON	Conservative	Opposition	James (Wollaston), Sarah	F	-
ParlaMint-GB_2018-11-23-commons.u3	Minutes of the House of Commons, Daily Session 2018-11-23	2018-11-23	2018-11-23	Lower house	57					Reference	Chairperson	MP	CON	Conservative	Opposition	Bercow, John Simon	M	-
ParlaMint-GB_2018-11-23-commons.u4	Minutes of the House of Commons, Daily Session 2018-11-23	2018-11-23	2018-11-23	Lower house	57					Reference	Regular	MP	CON	Conservative	Opposition	James (Wollaston), Sarah	F	-
ParlaMint-GB_2018-11-23-commons.u5	Minutes of the House of Commons, Daily Session 2018-11-23	2018-11-23	2018-11-23	Lower house	57					Reference	Regular	MP	CON	Conservative	Opposition	Foster, Kevin John	M	-
ParlaMint-GB_2018-11-23-commons.u6	Minutes of the House of Commons, Daily Session 2018-11-23	2018-11-23	2018-11-23	Lower house	57					Reference	Regular	MP	CON	Conservative	Opposition	James (Wollaston), Sarah	F	-
ParlaMint-GB_2018-11-23-commons.u7	Minutes of the House of Commons, Daily Session 2018-11-23	2018-11-23	2018-11-23	Lower house	57					Reference	Chairperson	MP	CON	Conservative	Opposition	Bercow, John Simon	M	-
ParlaMint-GB_2018-11-23-commons.u8	Minutes of the House of Commons, Daily Session 2018-11-23	2018-11-23	2018-11-23	Lower house	57					Reference	Regular	MP	CON	Conservative	Opposition	James (Wollaston), Sarah	F	-
ParlaMint-GB_2018-11-23-commons.u9	Minutes of the House of Commons, Daily Session 2018-11-23	2018-11-23	2018-11-23	Lower house	57					Reference	Chairperson	MP	CON	Conservative	Opposition	Bercow, John Simon	M	-
ParlaMint-GB_2018-11-23-commons.u10	Minutes of the House of Commons, Daily Session 2018-11-23	2018-11-23	2018-11-23	Lower house	57					Reference	Chairperson	MP	CON	Conservative	Opposition	Bercow, John Simon	M	-
