ID	Title	From	To	House	Term	Session	Meeting	Sitting	Agenda	Subcorpus	Speaker_role	Speaker_type	Speaker_party	Speaker_party_name	Party_status	Speaker_name	Speaker_gender	Speaker_birth
ParlaMint-GB_2018-02-02-commons.u1	Minutes of the House of Commons, Daily Session 2018-02-02	2018-02-02	2018-02-02	Lower house	57					Reference	Regular	MP	CON	Conservative	Opposition	Baker, Steven John	M	-
ParlaMint-GB_2018-02-02-commons.u2	Minutes of the House of Commons, Daily Session 2018-02-02	2018-02-02	2018-02-02	Lower house	57					Reference	Regular	MP	LAB	Labour	Opposition	Drew, David	M	-
ParlaMint-GB_2018-02-02-commons.u3	Minutes of the House of Commons, Daily Session 2018-02-02	2018-02-02	2018-02-02	Lower house	57					Reference	Regular	MP	CON	Conservative	Opposition	Loughton, Timothy Paul	M	-
ParlaMint-GB_2018-02-02-commons.u4	Minutes of the House of Commons, Daily Session 2018-02-02	2018-02-02	2018-02-02	Lower house	57					Reference	Regular	MP	CON	Conservative	Opposition	Leigh, Edward Julian Egerton	M	-
ParlaMint-GB_2018-02-02-commons.u5	Minutes of the House of Commons, Daily Session 2018-02-02	2018-02-02	2018-02-02	Lower house	57					Reference	Regular	MP	CON	Conservative	Opposition	Loughton, Timothy Paul	M	-
ParlaMint-GB_2018-02-02-commons.u6	Minutes of the House of Commons, Daily Session 2018-02-02	2018-02-02	2018-02-02	Lower house	57					Reference	Regular	MP	CON	Conservative	Opposition	Leigh, Edward Julian Egerton	M	-
ParlaMint-GB_2018-02-02-commons.u7	Minutes of the House of Commons, Daily Session 2018-02-02	2018-02-02	2018-02-02	Lower house	57					Reference	Regular	MP	CON	Conservative	Opposition	Loughton, Timothy Paul	M	-
ParlaMint-GB_2018-02-02-commons.u8	Minutes of the House of Commons, Daily Session 2018-02-02	2018-02-02	2018-02-02	Lower house	57					Reference	Regular	MP	CON	Conservative	Opposition	Donelan, Michelle Emma May Elizabeth	F	-
ParlaMint-GB_2018-02-02-commons.u9	Minutes of the House of Commons, Daily Session 2018-02-02	2018-02-02	2018-02-02	Lower house	57					Reference	Regular	MP	CON	Conservative	Opposition	Loughton, Timothy Paul	M	-
ParlaMint-GB_2018-02-02-commons.u10	Minutes of the House of Commons, Daily Session 2018-02-02	2018-02-02	2018-02-02	Lower house	57					Reference	Regular	MP	CON	Conservative	Opposition	Donelan, Michelle Emma May Elizabeth	F	-
ParlaMint-GB_2018-02-02-commons.u11	Minutes of the House of Commons, Daily Session 2018-02-02	2018-02-02	2018-02-02	Lower house	57					Reference	Regular	MP	CON	Conservative	Opposition	Loughton, Timothy Paul	M	-
ParlaMint-GB_2018-02-02-commons.u12	Minutes of the House of Commons, Daily Session 2018-02-02	2018-02-02	2018-02-02	Lower house	57					Reference	Regular	MP	CON	Conservative	Opposition	Tomlinson-Mynors, Michael James	M	-
ParlaMint-GB_2018-02-02-commons.u13	Minutes of the House of Commons, Daily Session 2018-02-02	2018-02-02	2018-02-02	Lower house	57					Reference	Regular	MP	CON	Conservative	Opposition	Loughton, Timothy Paul	M	-
ParlaMint-GB_2018-02-02-commons.u14	Minutes of the House of Commons, Daily Session 2018-02-02	2018-02-02	2018-02-02	Lower house	57					Reference	Regular	MP	CON	Conservative	Opposition	Cartlidge, James Roger	M	-
ParlaMint-GB_2018-02-02-commons.u15	Minutes of the House of Commons, Daily Session 2018-02-02	2018-02-02	2018-02-02	Lower house	57					Reference	Regular	MP	CON	Conservative	Opposition	Loughton, Timothy Paul	M	-
ParlaMint-GB_2018-02-02-commons.u16	Minutes of the House of Commons, Daily Session 2018-02-02	2018-02-02	2018-02-02	Lower house	57					Reference	Regular	MP	CON	Conservative	Opposition	Clark (Pow), Rebecca Faye	F	-
ParlaMint-GB_2018-02-02-commons.u17	Minutes of the House of Commons, Daily Session 2018-02-02	2018-02-02	2018-02-02	Lower house	57					Reference	Regular	MP	CON	Conservative	Opposition	Loughton, Timothy Paul	M	-
