ID	Title	From	To	House	Term	Session	Meeting	Sitting	Agenda	Subcorpus	Speaker_role	Speaker_type	Speaker_party	Speaker_party_name	Party_status	Speaker_name	Speaker_gender	Speaker_birth
ParlaMint-GB_2015-03-18-lords.u1	Minutes of the House of Lords, Daily Session 2015-03-18	2015-03-18	2015-03-18	Upper house	55					Reference	Regular	MP	BI	Bishops	Opposition	Langstaff, James	M	-
ParlaMint-GB_2015-03-18-lords.u2	Minutes of the House of Lords, Daily Session 2015-03-18	2015-03-18	2015-03-18	Upper house	55					Reference	Regular	MP	CON	Conservative	Coalition	Faulks, Edward	M	-
ParlaMint-GB_2015-03-18-lords.u3	Minutes of the House of Lords, Daily Session 2015-03-18	2015-03-18	2015-03-18	Upper house	55					Reference	Regular	MP	BI	Bishops	Opposition	Langstaff, James	M	-
ParlaMint-GB_2015-03-18-lords.u4	Minutes of the House of Lords, Daily Session 2015-03-18	2015-03-18	2015-03-18	Upper house	55					Reference	Regular	MP	CON	Conservative	Coalition	Faulks, Edward	M	-
ParlaMint-GB_2015-03-18-lords.u5	Minutes of the House of Lords, Daily Session 2015-03-18	2015-03-18	2015-03-18	Upper house	55					Reference	Regular	MP	LAB	Labour	Opposition	Howarth, Alan Thomas	M	-
ParlaMint-GB_2015-03-18-lords.u6	Minutes of the House of Lords, Daily Session 2015-03-18	2015-03-18	2015-03-18	Upper house	55					Reference	Regular	MP	CON	Conservative	Coalition	Faulks, Edward	M	-
ParlaMint-GB_2015-03-18-lords.u7	Minutes of the House of Lords, Daily Session 2015-03-18	2015-03-18	2015-03-18	Upper house	55					Reference	Regular	MP	LD	Liberal Democrat	Coalition	Dholakia, Navnit	M	-
ParlaMint-GB_2015-03-18-lords.u8	Minutes of the House of Lords, Daily Session 2015-03-18	2015-03-18	2015-03-18	Upper house	55					Reference	Regular	MP	CON	Conservative	Coalition	Faulks, Edward	M	-
ParlaMint-GB_2015-03-18-lords.u9	Minutes of the House of Lords, Daily Session 2015-03-18	2015-03-18	2015-03-18	Upper house	55					Reference	Regular	MP	LAB	Labour	Opposition	Bach, William	M	-
ParlaMint-GB_2015-03-18-lords.u10	Minutes of the House of Lords, Daily Session 2015-03-18	2015-03-18	2015-03-18	Upper house	55					Reference	Regular	MP	CON	Conservative	Coalition	Faulks, Edward	M	-
ParlaMint-GB_2015-03-18-lords.u11	Minutes of the House of Lords, Daily Session 2015-03-18	2015-03-18	2015-03-18	Upper house	55					Reference	Regular	MP	CB	Crossbench	Opposition	Butler-Sloss, Ann Elizabeth Oldfield	F	-
ParlaMint-GB_2015-03-18-lords.u12	Minutes of the House of Lords, Daily Session 2015-03-18	2015-03-18	2015-03-18	Upper house	55					Reference	Regular	MP	CON	Conservative	Coalition	Faulks, Edward	M	-
ParlaMint-GB_2015-03-18-lords.u13	Minutes of the House of Lords, Daily Session 2015-03-18	2015-03-18	2015-03-18	Upper house	55					Reference	Regular	MP	CON	Conservative	Coalition	Forsyth, Michael Bruce	M	-
ParlaMint-GB_2015-03-18-lords.u14	Minutes of the House of Lords, Daily Session 2015-03-18	2015-03-18	2015-03-18	Upper house	55					Reference	Regular	MP	CON	Conservative	Coalition	Faulks, Edward	M	-
ParlaMint-GB_2015-03-18-lords.u15	Minutes of the House of Lords, Daily Session 2015-03-18	2015-03-18	2015-03-18	Upper house	55					Reference	Regular	MP	LAB	Labour	Opposition	Whitaker, Janet Alison	F	-
ParlaMint-GB_2015-03-18-lords.u16	Minutes of the House of Lords, Daily Session 2015-03-18	2015-03-18	2015-03-18	Upper house	55					Reference	Regular	MP	CON	Conservative	Coalition	Faulks, Edward	M	-
ParlaMint-GB_2015-03-18-lords.u17	Minutes of the House of Lords, Daily Session 2015-03-18	2015-03-18	2015-03-18	Upper house	55					Reference	Regular	MP	LD	Liberal Democrat	Coalition	Phillips, Andrew Wyndham	M	-
ParlaMint-GB_2015-03-18-lords.u18	Minutes of the House of Lords, Daily Session 2015-03-18	2015-03-18	2015-03-18	Upper house	55					Reference	Regular	MP	CON	Conservative	Coalition	Faulks, Edward	M	-
ParlaMint-GB_2015-03-18-lords.u19	Minutes of the House of Lords, Daily Session 2015-03-18	2015-03-18	2015-03-18	Upper house	55					Reference	Regular	MP	LAB	Labour	Opposition	Gueterbock, Anthony Fitzhardinge	M	-
ParlaMint-GB_2015-03-18-lords.u20	Minutes of the House of Lords, Daily Session 2015-03-18	2015-03-18	2015-03-18	Upper house	55					Reference	Regular	MP	LD	Liberal Democrat	Coalition	Wallace, William John Lawrence	M	-
ParlaMint-GB_2015-03-18-lords.u21	Minutes of the House of Lords, Daily Session 2015-03-18	2015-03-18	2015-03-18	Upper house	55					Reference	Regular	MP	LAB	Labour	Opposition	Gueterbock, Anthony Fitzhardinge	M	-
ParlaMint-GB_2015-03-18-lords.u22	Minutes of the House of Lords, Daily Session 2015-03-18	2015-03-18	2015-03-18	Upper house	55					Reference	Regular	MP	LD	Liberal Democrat	Coalition	Wallace, William John Lawrence	M	-
ParlaMint-GB_2015-03-18-lords.u23	Minutes of the House of Lords, Daily Session 2015-03-18	2015-03-18	2015-03-18	Upper house	55					Reference	Regular	MP	LAB	Labour	Opposition	Rooker, Jeffrey	M	-
ParlaMint-GB_2015-03-18-lords.u24	Minutes of the House of Lords, Daily Session 2015-03-18	2015-03-18	2015-03-18	Upper house	55					Reference	Regular	MP	LD	Liberal Democrat	Coalition	Wallace, William John Lawrence	M	-
ParlaMint-GB_2015-03-18-lords.u25	Minutes of the House of Lords, Daily Session 2015-03-18	2015-03-18	2015-03-18	Upper house	55					Reference	Regular	MP	CON	Conservative	Coalition	Morris, Michael	M	-
ParlaMint-GB_2015-03-18-lords.u26	Minutes of the House of Lords, Daily Session 2015-03-18	2015-03-18	2015-03-18	Upper house	55					Reference	Regular	MP	LD	Liberal Democrat	Coalition	Wallace, William John Lawrence	M	-
ParlaMint-GB_2015-03-18-lords.u27	Minutes of the House of Lords, Daily Session 2015-03-18	2015-03-18	2015-03-18	Upper house	55					Reference	Regular	MP	LAB	Labour	Opposition	Hayter, Dianne	F	-
ParlaMint-GB_2015-03-18-lords.u28	Minutes of the House of Lords, Daily Session 2015-03-18	2015-03-18	2015-03-18	Upper house	55					Reference	Regular	MP	LD	Liberal Democrat	Coalition	Wallace, William John Lawrence	M	-
ParlaMint-GB_2015-03-18-lords.u29	Minutes of the House of Lords, Daily Session 2015-03-18	2015-03-18	2015-03-18	Upper house	55					Reference	Regular	MP	CON	Conservative	Coalition	Schreiber, Mark Shuldham	M	-
ParlaMint-GB_2015-03-18-lords.u30	Minutes of the House of Lords, Daily Session 2015-03-18	2015-03-18	2015-03-18	Upper house	55					Reference	Regular	MP	LD	Liberal Democrat	Coalition	Wallace, William John Lawrence	M	-
