ID	Title	From	To	House	Term	Session	Meeting	Sitting	Agenda	Subcorpus	Speaker_role	Speaker_type	Speaker_party	Speaker_party_name	Party_status	Speaker_name	Speaker_gender	Speaker_birth
ParlaMint-GB_2017-06-29-lords.u1	Minutes of the House of Lords, Daily Session 2017-06-29	2017-06-29	2017-06-29	Upper house	57					Reference	Regular	MP	LAB	Labour	Opposition	Dubs, Alfred	M	-
ParlaMint-GB_2017-06-29-lords.u2	Minutes of the House of Lords, Daily Session 2017-06-29	2017-06-29	2017-06-29	Upper house	57					Reference	Regular	MP	CON	Conservative	Opposition	Williams, Susan	F	-
ParlaMint-GB_2017-06-29-lords.u3	Minutes of the House of Lords, Daily Session 2017-06-29	2017-06-29	2017-06-29	Upper house	57					Reference	Regular	MP	LAB	Labour	Opposition	Dubs, Alfred	M	-
ParlaMint-GB_2017-06-29-lords.u4	Minutes of the House of Lords, Daily Session 2017-06-29	2017-06-29	2017-06-29	Upper house	57					Reference	Regular	MP	CON	Conservative	Opposition	Williams, Susan	F	-
ParlaMint-GB_2017-06-29-lords.u5	Minutes of the House of Lords, Daily Session 2017-06-29	2017-06-29	2017-06-29	Upper house	57					Reference	Regular	MP	CB	Crossbench	Opposition	Alton, David	M	-
ParlaMint-GB_2017-06-29-lords.u6	Minutes of the House of Lords, Daily Session 2017-06-29	2017-06-29	2017-06-29	Upper house	57					Reference	Regular	MP	CON	Conservative	Opposition	Williams, Susan	F	-
ParlaMint-GB_2017-06-29-lords.u7	Minutes of the House of Lords, Daily Session 2017-06-29	2017-06-29	2017-06-29	Upper house	57					Reference	Regular	MP	LD	Liberal Democrat	Opposition	Sheehan, Shaista	F	-
ParlaMint-GB_2017-06-29-lords.u8	Minutes of the House of Lords, Daily Session 2017-06-29	2017-06-29	2017-06-29	Upper house	57					Reference	Regular	MP	CON	Conservative	Opposition	Williams, Susan	F	-
ParlaMint-GB_2017-06-29-lords.u9	Minutes of the House of Lords, Daily Session 2017-06-29	2017-06-29	2017-06-29	Upper house	57					Reference	Regular	MP	CB	Crossbench	Opposition	Butler-Sloss, Ann Elizabeth Oldfield	F	-
ParlaMint-GB_2017-06-29-lords.u10	Minutes of the House of Lords, Daily Session 2017-06-29	2017-06-29	2017-06-29	Upper house	57					Reference	Regular	MP	CON	Conservative	Opposition	Williams, Susan	F	-
ParlaMint-GB_2017-06-29-lords.u11	Minutes of the House of Lords, Daily Session 2017-06-29	2017-06-29	2017-06-29	Upper house	57					Reference	Regular	MP	PC	Plaid Cymru	Opposition	Wigley, Dafydd Wynne	M	-
ParlaMint-GB_2017-06-29-lords.u12	Minutes of the House of Lords, Daily Session 2017-06-29	2017-06-29	2017-06-29	Upper house	57					Reference	Regular	MP	CON	Conservative	Opposition	Williams, Susan	F	-
ParlaMint-GB_2017-06-29-lords.u13	Minutes of the House of Lords, Daily Session 2017-06-29	2017-06-29	2017-06-29	Upper house	57					Reference	Regular	MP	CB	Crossbench	Opposition	Blair, Ian Warwick	M	-
ParlaMint-GB_2017-06-29-lords.u14	Minutes of the House of Lords, Daily Session 2017-06-29	2017-06-29	2017-06-29	Upper house	57					Reference	Regular	MP	CB	Crossbench	Opposition	Blair, Ian Warwick	M	-
ParlaMint-GB_2017-06-29-lords.u15	Minutes of the House of Lords, Daily Session 2017-06-29	2017-06-29	2017-06-29	Upper house	57					Reference	Regular	MP	CON	Conservative	Opposition	Williams, Susan	F	-
ParlaMint-GB_2017-06-29-lords.u16	Minutes of the House of Lords, Daily Session 2017-06-29	2017-06-29	2017-06-29	Upper house	57					Reference	Regular	MP	CB	Crossbench	Opposition	Blair, Ian Warwick	M	-
ParlaMint-GB_2017-06-29-lords.u17	Minutes of the House of Lords, Daily Session 2017-06-29	2017-06-29	2017-06-29	Upper house	57					Reference	Regular	MP	CON	Conservative	Opposition	Williams, Susan	F	-
ParlaMint-GB_2017-06-29-lords.u18	Minutes of the House of Lords, Daily Session 2017-06-29	2017-06-29	2017-06-29	Upper house	57					Reference	Regular	MP	LAB	Labour	Opposition	Rosser, Richard Andrew	M	-
ParlaMint-GB_2017-06-29-lords.u19	Minutes of the House of Lords, Daily Session 2017-06-29	2017-06-29	2017-06-29	Upper house	57					Reference	Regular	MP	CON	Conservative	Opposition	Williams, Susan	F	-
ParlaMint-GB_2017-06-29-lords.u20	Minutes of the House of Lords, Daily Session 2017-06-29	2017-06-29	2017-06-29	Upper house	57					Reference	Regular	MP	LD	Liberal Democrat	Opposition	Paddick, Brian	M	-
ParlaMint-GB_2017-06-29-lords.u21	Minutes of the House of Lords, Daily Session 2017-06-29	2017-06-29	2017-06-29	Upper house	57					Reference	Regular	MP	CON	Conservative	Opposition	Williams, Susan	F	-
ParlaMint-GB_2017-06-29-lords.u22	Minutes of the House of Lords, Daily Session 2017-06-29	2017-06-29	2017-06-29	Upper house	57					Reference	Regular	MP	CB	Crossbench	Opposition	Condon, Paul Leslie	M	-
ParlaMint-GB_2017-06-29-lords.u23	Minutes of the House of Lords, Daily Session 2017-06-29	2017-06-29	2017-06-29	Upper house	57					Reference	Regular	MP	CON	Conservative	Opposition	Williams, Susan	F	-
ParlaMint-GB_2017-06-29-lords.u24	Minutes of the House of Lords, Daily Session 2017-06-29	2017-06-29	2017-06-29	Upper house	57					Reference	Regular	MP	LD	Liberal Democrat	Opposition	Burt, Lorely	F	-
ParlaMint-GB_2017-06-29-lords.u25	Minutes of the House of Lords, Daily Session 2017-06-29	2017-06-29	2017-06-29	Upper house	57					Reference	Regular	MP	CON	Conservative	Opposition	Vere, Charlotte	F	-
ParlaMint-GB_2017-06-29-lords.u26	Minutes of the House of Lords, Daily Session 2017-06-29	2017-06-29	2017-06-29	Upper house	57					Reference	Regular	MP	LD	Liberal Democrat	Opposition	Burt, Lorely	F	-
ParlaMint-GB_2017-06-29-lords.u27	Minutes of the House of Lords, Daily Session 2017-06-29	2017-06-29	2017-06-29	Upper house	57					Reference	Regular	MP	CON	Conservative	Opposition	Vere, Charlotte	F	-
ParlaMint-GB_2017-06-29-lords.u28	Minutes of the House of Lords, Daily Session 2017-06-29	2017-06-29	2017-06-29	Upper house	57					Reference	Regular	MP	CON	Conservative	Opposition	Cooke, Alastair	M	-
ParlaMint-GB_2017-06-29-lords.u29	Minutes of the House of Lords, Daily Session 2017-06-29	2017-06-29	2017-06-29	Upper house	57					Reference	Regular	MP	CON	Conservative	Opposition	Vere, Charlotte	F	-
ParlaMint-GB_2017-06-29-lords.u30	Minutes of the House of Lords, Daily Session 2017-06-29	2017-06-29	2017-06-29	Upper house	57					Reference	Regular	MP	LAB	Labour	Opposition	Cashman, Michael	M	-
ParlaMint-GB_2017-06-29-lords.u31	Minutes of the House of Lords, Daily Session 2017-06-29	2017-06-29	2017-06-29	Upper house	57					Reference	Regular	MP	CON	Conservative	Opposition	Vere, Charlotte	F	-
ParlaMint-GB_2017-06-29-lords.u32	Minutes of the House of Lords, Daily Session 2017-06-29	2017-06-29	2017-06-29	Upper house	57					Reference	Regular	MP	CON	Conservative	Opposition	Hamilton, Archibald Gavin	M	-
ParlaMint-GB_2017-06-29-lords.u33	Minutes of the House of Lords, Daily Session 2017-06-29	2017-06-29	2017-06-29	Upper house	57					Reference	Regular	MP	CON	Conservative	Opposition	Vere, Charlotte	F	-
ParlaMint-GB_2017-06-29-lords.u34	Minutes of the House of Lords, Daily Session 2017-06-29	2017-06-29	2017-06-29	Upper house	57					Reference	Regular	MP	LD	Liberal Democrat	Opposition	Hussein-Ece, Meral	F	-
ParlaMint-GB_2017-06-29-lords.u35	Minutes of the House of Lords, Daily Session 2017-06-29	2017-06-29	2017-06-29	Upper house	57					Reference	Regular	MP	CON	Conservative	Opposition	Vere, Charlotte	F	-
ParlaMint-GB_2017-06-29-lords.u36	Minutes of the House of Lords, Daily Session 2017-06-29	2017-06-29	2017-06-29	Upper house	57					Reference	Regular	MP	LAB	Labour	Opposition	Gale, Anita	F	-
ParlaMint-GB_2017-06-29-lords.u37	Minutes of the House of Lords, Daily Session 2017-06-29	2017-06-29	2017-06-29	Upper house	57					Reference	Regular	MP	CON	Conservative	Opposition	Vere, Charlotte	F	-
ParlaMint-GB_2017-06-29-lords.u38	Minutes of the House of Lords, Daily Session 2017-06-29	2017-06-29	2017-06-29	Upper house	57					Reference	Regular	MP	DUP	Democratic Unionist Party		Hay, William	M	-
ParlaMint-GB_2017-06-29-lords.u39	Minutes of the House of Lords, Daily Session 2017-06-29	2017-06-29	2017-06-29	Upper house	57					Reference	Regular	MP	CON	Conservative	Opposition	Vere, Charlotte	F	-
ParlaMint-GB_2017-06-29-lords.u40	Minutes of the House of Lords, Daily Session 2017-06-29	2017-06-29	2017-06-29	Upper house	57					Reference	Regular	MP	CON	Conservative	Opposition	Wellesley, Arthur	M	-
ParlaMint-GB_2017-06-29-lords.u41	Minutes of the House of Lords, Daily Session 2017-06-29	2017-06-29	2017-06-29	Upper house	57					Reference	Regular	MP	CON	Conservative	Opposition	Wellesley, Arthur	M	-
ParlaMint-GB_2017-06-29-lords.u42	Minutes of the House of Lords, Daily Session 2017-06-29	2017-06-29	2017-06-29	Upper house	57					Reference	Regular	MP	CON	Conservative	Opposition	Younger, James	M	-
ParlaMint-GB_2017-06-29-lords.u43	Minutes of the House of Lords, Daily Session 2017-06-29	2017-06-29	2017-06-29	Upper house	57					Reference	Regular	MP	CON	Conservative	Opposition	Wellesley, Arthur	M	-
ParlaMint-GB_2017-06-29-lords.u44	Minutes of the House of Lords, Daily Session 2017-06-29	2017-06-29	2017-06-29	Upper house	57					Reference	Regular	MP	CON	Conservative	Opposition	Younger, James	M	-
ParlaMint-GB_2017-06-29-lords.u45	Minutes of the House of Lords, Daily Session 2017-06-29	2017-06-29	2017-06-29	Upper house	57					Reference	Regular	MP	LD	Liberal Democrat	Opposition	Garden, Susan	F	-
ParlaMint-GB_2017-06-29-lords.u46	Minutes of the House of Lords, Daily Session 2017-06-29	2017-06-29	2017-06-29	Upper house	57					Reference	Regular	MP	CON	Conservative	Opposition	Younger, James	M	-
ParlaMint-GB_2017-06-29-lords.u47	Minutes of the House of Lords, Daily Session 2017-06-29	2017-06-29	2017-06-29	Upper house	57					Reference	Regular	MP	CB	Crossbench	Opposition	Laming, William	M	-
ParlaMint-GB_2017-06-29-lords.u48	Minutes of the House of Lords, Daily Session 2017-06-29	2017-06-29	2017-06-29	Upper house	57					Reference	Regular	MP	CON	Conservative	Opposition	Younger, James	M	-
ParlaMint-GB_2017-06-29-lords.u49	Minutes of the House of Lords, Daily Session 2017-06-29	2017-06-29	2017-06-29	Upper house	57					Reference	Regular	MP	LAB	Labour	Opposition	Watson, Michael Goodall	M	-
ParlaMint-GB_2017-06-29-lords.u50	Minutes of the House of Lords, Daily Session 2017-06-29	2017-06-29	2017-06-29	Upper house	57					Reference	Regular	MP	CON	Conservative	Opposition	Younger, James	M	-
ParlaMint-GB_2017-06-29-lords.u51	Minutes of the House of Lords, Daily Session 2017-06-29	2017-06-29	2017-06-29	Upper house	57					Reference	Regular	MP	CB	Crossbench	Opposition	Patel, Narendra Babubhai	M	-
ParlaMint-GB_2017-06-29-lords.u52	Minutes of the House of Lords, Daily Session 2017-06-29	2017-06-29	2017-06-29	Upper house	57					Reference	Regular	MP	CON	Conservative	Opposition	Younger, James	M	-
ParlaMint-GB_2017-06-29-lords.u53	Minutes of the House of Lords, Daily Session 2017-06-29	2017-06-29	2017-06-29	Upper house	57					Reference	Regular	MP	CON	Conservative	Opposition	Cormack, Patrick	M	-
ParlaMint-GB_2017-06-29-lords.u54	Minutes of the House of Lords, Daily Session 2017-06-29	2017-06-29	2017-06-29	Upper house	57					Reference	Regular	MP	CON	Conservative	Opposition	Younger, James	M	-
ParlaMint-GB_2017-06-29-lords.u55	Minutes of the House of Lords, Daily Session 2017-06-29	2017-06-29	2017-06-29	Upper house	57					Reference	Regular	MP	CON	Conservative	Opposition	Forsyth, Michael Bruce	M	-
ParlaMint-GB_2017-06-29-lords.u56	Minutes of the House of Lords, Daily Session 2017-06-29	2017-06-29	2017-06-29	Upper house	57					Reference	Regular	MP	CON	Conservative	Opposition	Ashton, Thomas	M	-
ParlaMint-GB_2017-06-29-lords.u57	Minutes of the House of Lords, Daily Session 2017-06-29	2017-06-29	2017-06-29	Upper house	57					Reference	Regular	MP	LAB	Labour	Opposition	Sherlock, Maeve Christina Mary	F	-
ParlaMint-GB_2017-06-29-lords.u58	Minutes of the House of Lords, Daily Session 2017-06-29	2017-06-29	2017-06-29	Upper house	57					Reference	Regular	MP	LD	Liberal Democrat	Opposition	Storey, Michael John	M	-
ParlaMint-GB_2017-06-29-lords.u59	Minutes of the House of Lords, Daily Session 2017-06-29	2017-06-29	2017-06-29	Upper house	57					Reference	Regular	MP	CB	Crossbench	Opposition	Hay, Charles	M	-
ParlaMint-GB_2017-06-29-lords.u60	Minutes of the House of Lords, Daily Session 2017-06-29	2017-06-29	2017-06-29	Upper house	57					Reference	Regular	MP	BI	Bishops	Opposition	Conway, Stephen	M	-
ParlaMint-GB_2017-06-29-lords.u61	Minutes of the House of Lords, Daily Session 2017-06-29	2017-06-29	2017-06-29	Upper house	57					Reference	Regular	MP	CON	Conservative	Opposition	Stowell, Tina	F	-
ParlaMint-GB_2017-06-29-lords.u62	Minutes of the House of Lords, Daily Session 2017-06-29	2017-06-29	2017-06-29	Upper house	57					Reference	Regular	MP	LAB	Labour	Opposition	McIntosh, Genista Mary	F	-
ParlaMint-GB_2017-06-29-lords.u63	Minutes of the House of Lords, Daily Session 2017-06-29	2017-06-29	2017-06-29	Upper house	57					Reference	Regular	MP	LD	Liberal Democrat	Opposition	Kirkwood, Archibald	M	-
