ID	Title	From	To	House	Term	Session	Meeting	Sitting	Agenda	Subcorpus	Speaker_role	Speaker_type	Speaker_party	Speaker_party_name	Party_status	Speaker_name	Speaker_gender	Speaker_birth
ParlaMint-GB_2017-12-20-lords.u1	Minutes of the House of Lords, Daily Session 2017-12-20	2017-12-20	2017-12-20	Upper house	57					Reference	Regular	MP	CB	Crossbench	Opposition	Oxburgh, Ernest Ronald	M	-
ParlaMint-GB_2017-12-20-lords.u2	Minutes of the House of Lords, Daily Session 2017-12-20	2017-12-20	2017-12-20	Upper house	57					Reference	Regular	MP	CON	Conservative	Opposition	Eden, Oliver Michael Robert	M	-
ParlaMint-GB_2017-12-20-lords.u3	Minutes of the House of Lords, Daily Session 2017-12-20	2017-12-20	2017-12-20	Upper house	57					Reference	Regular	MP	CB	Crossbench	Opposition	Oxburgh, Ernest Ronald	M	-
ParlaMint-GB_2017-12-20-lords.u4	Minutes of the House of Lords, Daily Session 2017-12-20	2017-12-20	2017-12-20	Upper house	57					Reference	Regular	MP	CON	Conservative	Opposition	Eden, Oliver Michael Robert	M	-
ParlaMint-GB_2017-12-20-lords.u5	Minutes of the House of Lords, Daily Session 2017-12-20	2017-12-20	2017-12-20	Upper house	57					Reference	Regular	MP	LAB	Labour	Opposition	Liddell, Helen Lawrie	F	-
ParlaMint-GB_2017-12-20-lords.u6	Minutes of the House of Lords, Daily Session 2017-12-20	2017-12-20	2017-12-20	Upper house	57					Reference	Regular	MP	CON	Conservative	Opposition	Eden, Oliver Michael Robert	M	-
ParlaMint-GB_2017-12-20-lords.u7	Minutes of the House of Lords, Daily Session 2017-12-20	2017-12-20	2017-12-20	Upper house	57					Reference	Regular	MP	LD	Liberal Democrat	Opposition	Featherstone, Lynne	F	-
ParlaMint-GB_2017-12-20-lords.u8	Minutes of the House of Lords, Daily Session 2017-12-20	2017-12-20	2017-12-20	Upper house	57					Reference	Regular	MP	CON	Conservative	Opposition	Eden, Oliver Michael Robert	M	-
ParlaMint-GB_2017-12-20-lords.u9	Minutes of the House of Lords, Daily Session 2017-12-20	2017-12-20	2017-12-20	Upper house	57					Reference	Regular	MP	CON	Conservative	Opposition	Howell, David Arthur Russell	M	-
ParlaMint-GB_2017-12-20-lords.u10	Minutes of the House of Lords, Daily Session 2017-12-20	2017-12-20	2017-12-20	Upper house	57					Reference	Regular	MP	CON	Conservative	Opposition	Eden, Oliver Michael Robert	M	-
ParlaMint-GB_2017-12-20-lords.u11	Minutes of the House of Lords, Daily Session 2017-12-20	2017-12-20	2017-12-20	Upper house	57					Reference	Regular	MP	LAB	Labour	Opposition	Suenson-Taylor, Christopher	M	-
