ID	Title	From	To	House	Term	Session	Meeting	Sitting	Agenda	Subcorpus	Speaker_role	Speaker_type	Speaker_party	Speaker_party_name	Party_status	Speaker_name	Speaker_gender	Speaker_birth
ParlaMint-GB_2020-03-04-commons.u1	Minutes of the House of Commons, Daily Session 2020-03-04	2020-03-04	2020-03-04	Lower house	58					COVID	Regular	MP	CON	Conservative	Opposition	Bacon, Gareth Andrew	M	-
ParlaMint-GB_2020-03-04-commons.u2	Minutes of the House of Commons, Daily Session 2020-03-04	2020-03-04	2020-03-04	Lower house	58					COVID	Regular	MP	CON	Conservative	Opposition	Wallis, Jamie Hamilton	M	-
ParlaMint-GB_2020-03-04-commons.u3	Minutes of the House of Commons, Daily Session 2020-03-04	2020-03-04	2020-03-04	Lower house	58					COVID	Regular	MP	CON	Conservative	Opposition	Smith, Greg	M	-
ParlaMint-GB_2020-03-04-commons.u4	Minutes of the House of Commons, Daily Session 2020-03-04	2020-03-04	2020-03-04	Lower house	58					COVID	Regular	MP	CON	Conservative	Opposition	Adams, Nigel	M	-
ParlaMint-GB_2020-03-04-commons.u5	Minutes of the House of Commons, Daily Session 2020-03-04	2020-03-04	2020-03-04	Lower house	58					COVID	Regular	MP	CON	Conservative	Opposition	Bacon, Gareth Andrew	M	-
ParlaMint-GB_2020-03-04-commons.u6	Minutes of the House of Commons, Daily Session 2020-03-04	2020-03-04	2020-03-04	Lower house	58					COVID	Regular	MP	CON	Conservative	Opposition	Adams, Nigel	M	-
ParlaMint-GB_2020-03-04-commons.u7	Minutes of the House of Commons, Daily Session 2020-03-04	2020-03-04	2020-03-04	Lower house	58					COVID	Regular	MP	CON	Conservative	Opposition	Wallis, Jamie Hamilton	M	-
ParlaMint-GB_2020-03-04-commons.u8	Minutes of the House of Commons, Daily Session 2020-03-04	2020-03-04	2020-03-04	Lower house	58					COVID	Regular	MP	CON	Conservative	Opposition	Adams, Nigel	M	-
ParlaMint-GB_2020-03-04-commons.u9	Minutes of the House of Commons, Daily Session 2020-03-04	2020-03-04	2020-03-04	Lower house	58					COVID	Regular	MP	CON	Conservative	Opposition	Smith, Greg	M	-
ParlaMint-GB_2020-03-04-commons.u10	Minutes of the House of Commons, Daily Session 2020-03-04	2020-03-04	2020-03-04	Lower house	58					COVID	Regular	MP	CON	Conservative	Opposition	Adams, Nigel	M	-
