ID	Title	From	To	House	Term	Session	Meeting	Sitting	Agenda	Subcorpus	Speaker_role	Speaker_type	Speaker_party	Speaker_party_name	Party_status	Speaker_name	Speaker_gender	Speaker_birth
ParlaMint-GB_2020-01-29-commons.u1	Minutes of the House of Commons, Daily Session 2020-01-29	2020-01-29	2020-01-29	Lower house	58					COVID	Chairperson	MP	LAB	Labour	Opposition	Hoyle, Lindsay Harvey	M	-
ParlaMint-GB_2020-01-29-commons.u2	Minutes of the House of Commons, Daily Session 2020-01-29	2020-01-29	2020-01-29	Lower house	58					COVID	Regular	MP	CON	Conservative	Opposition	Timpson, Anthony Edward	M	-
ParlaMint-GB_2020-01-29-commons.u3	Minutes of the House of Commons, Daily Session 2020-01-29	2020-01-29	2020-01-29	Lower house	58					COVID	Regular	MP	CON	Conservative	Opposition	Jenkinson, Mark Ian	M	-
ParlaMint-GB_2020-01-29-commons.u4	Minutes of the House of Commons, Daily Session 2020-01-29	2020-01-29	2020-01-29	Lower house	58					COVID	Regular	MP	CON	Conservative	Opposition	Sharma, Alok Kumar	M	-
ParlaMint-GB_2020-01-29-commons.u5	Minutes of the House of Commons, Daily Session 2020-01-29	2020-01-29	2020-01-29	Lower house	58					COVID	Regular	MP	CON	Conservative	Opposition	Timpson, Anthony Edward	M	-
ParlaMint-GB_2020-01-29-commons.u6	Minutes of the House of Commons, Daily Session 2020-01-29	2020-01-29	2020-01-29	Lower house	58					COVID	Regular	MP	CON	Conservative	Opposition	Sharma, Alok Kumar	M	-
ParlaMint-GB_2020-01-29-commons.u7	Minutes of the House of Commons, Daily Session 2020-01-29	2020-01-29	2020-01-29	Lower house	58					COVID	Regular	MP	CON	Conservative	Opposition	Jenkinson, Mark Ian	M	-
ParlaMint-GB_2020-01-29-commons.u8	Minutes of the House of Commons, Daily Session 2020-01-29	2020-01-29	2020-01-29	Lower house	58					COVID	Regular	MP	CON	Conservative	Opposition	Sharma, Alok Kumar	M	-
ParlaMint-GB_2020-01-29-commons.u9	Minutes of the House of Commons, Daily Session 2020-01-29	2020-01-29	2020-01-29	Lower house	58					COVID	Regular	MP	LAB	Labour	Opposition	Elmore, Christopher Philip James	M	-
ParlaMint-GB_2020-01-29-commons.u10	Minutes of the House of Commons, Daily Session 2020-01-29	2020-01-29	2020-01-29	Lower house	58					COVID	Regular	MP	CON	Conservative	Opposition	Sharma, Alok Kumar	M	-
ParlaMint-GB_2020-01-29-commons.u11	Minutes of the House of Commons, Daily Session 2020-01-29	2020-01-29	2020-01-29	Lower house	58					COVID	Regular	MP	SNP	Scottish National Party	Opposition	Brown, Alan	M	-
ParlaMint-GB_2020-01-29-commons.u12	Minutes of the House of Commons, Daily Session 2020-01-29	2020-01-29	2020-01-29	Lower house	58					COVID	Regular	MP	CON	Conservative	Opposition	Sharma, Alok Kumar	M	-
ParlaMint-GB_2020-01-29-commons.u13	Minutes of the House of Commons, Daily Session 2020-01-29	2020-01-29	2020-01-29	Lower house	58					COVID	Regular	MP	CON	Conservative	Opposition	Moore, Robert Peter	M	-
ParlaMint-GB_2020-01-29-commons.u14	Minutes of the House of Commons, Daily Session 2020-01-29	2020-01-29	2020-01-29	Lower house	58					COVID	Regular	MP	CON	Conservative	Opposition	Wild, James Oliver	M	-
ParlaMint-GB_2020-01-29-commons.u15	Minutes of the House of Commons, Daily Session 2020-01-29	2020-01-29	2020-01-29	Lower house	58					COVID	Regular	MP	CON	Conservative	Opposition	Jones, Fay Alicia	F	-
ParlaMint-GB_2020-01-29-commons.u16	Minutes of the House of Commons, Daily Session 2020-01-29	2020-01-29	2020-01-29	Lower house	58					COVID	Regular	MP	CON	Conservative	Opposition	Whittaker, Craig	M	-
ParlaMint-GB_2020-01-29-commons.u17	Minutes of the House of Commons, Daily Session 2020-01-29	2020-01-29	2020-01-29	Lower house	58					COVID	Regular	MP	CON	Conservative	Opposition	Stephenson, Andrew George	M	-
ParlaMint-GB_2020-01-29-commons.u18	Minutes of the House of Commons, Daily Session 2020-01-29	2020-01-29	2020-01-29	Lower house	58					COVID	Regular	MP	CON	Conservative	Opposition	Moore, Robert Peter	M	-
ParlaMint-GB_2020-01-29-commons.u19	Minutes of the House of Commons, Daily Session 2020-01-29	2020-01-29	2020-01-29	Lower house	58					COVID	Regular	MP	CON	Conservative	Opposition	Stephenson, Andrew George	M	-
ParlaMint-GB_2020-01-29-commons.u20	Minutes of the House of Commons, Daily Session 2020-01-29	2020-01-29	2020-01-29	Lower house	58					COVID	Regular	MP	CON	Conservative	Opposition	Wild, James Oliver	M	-
ParlaMint-GB_2020-01-29-commons.u21	Minutes of the House of Commons, Daily Session 2020-01-29	2020-01-29	2020-01-29	Lower house	58					COVID	Regular	MP	CON	Conservative	Opposition	Stephenson, Andrew George	M	-
ParlaMint-GB_2020-01-29-commons.u22	Minutes of the House of Commons, Daily Session 2020-01-29	2020-01-29	2020-01-29	Lower house	58					COVID	Regular	MP	CON	Conservative	Opposition	Jones, Fay Alicia	F	-
ParlaMint-GB_2020-01-29-commons.u23	Minutes of the House of Commons, Daily Session 2020-01-29	2020-01-29	2020-01-29	Lower house	58					COVID	Regular	MP	CON	Conservative	Opposition	Stephenson, Andrew George	M	-
ParlaMint-GB_2020-01-29-commons.u24	Minutes of the House of Commons, Daily Session 2020-01-29	2020-01-29	2020-01-29	Lower house	58					COVID	Regular	MP	CON	Conservative	Opposition	Whittaker, Craig	M	-
ParlaMint-GB_2020-01-29-commons.u25	Minutes of the House of Commons, Daily Session 2020-01-29	2020-01-29	2020-01-29	Lower house	58					COVID	Regular	MP	CON	Conservative	Opposition	Stephenson, Andrew George	M	-
ParlaMint-GB_2020-01-29-commons.u26	Minutes of the House of Commons, Daily Session 2020-01-29	2020-01-29	2020-01-29	Lower house	58					COVID	Regular	MP	LAB	Labour	Opposition	Norris, Alexander James Jorden	M	-
ParlaMint-GB_2020-01-29-commons.u27	Minutes of the House of Commons, Daily Session 2020-01-29	2020-01-29	2020-01-29	Lower house	58					COVID	Regular	MP	CON	Conservative	Opposition	Stephenson, Andrew George	M	-
ParlaMint-GB_2020-01-29-commons.u28	Minutes of the House of Commons, Daily Session 2020-01-29	2020-01-29	2020-01-29	Lower house	58					COVID	Regular	MP	LAB	Labour	Opposition	Sheerman, Barry John	M	-
ParlaMint-GB_2020-01-29-commons.u29	Minutes of the House of Commons, Daily Session 2020-01-29	2020-01-29	2020-01-29	Lower house	58					COVID	Regular	MP	CON	Conservative	Opposition	Stephenson, Andrew George	M	-
ParlaMint-GB_2020-01-29-commons.u30	Minutes of the House of Commons, Daily Session 2020-01-29	2020-01-29	2020-01-29	Lower house	58					COVID	Regular	MP	SNP	Scottish National Party	Opposition	Ferrier, Margaret	F	-
ParlaMint-GB_2020-01-29-commons.u31	Minutes of the House of Commons, Daily Session 2020-01-29	2020-01-29	2020-01-29	Lower house	58					COVID	Regular	MP	CON	Conservative	Opposition	Stephenson, Andrew George	M	-
ParlaMint-GB_2020-01-29-commons.u32	Minutes of the House of Commons, Daily Session 2020-01-29	2020-01-29	2020-01-29	Lower house	58					COVID	Regular	MP	LAB	Labour	Opposition	Bryant, Christopher John	M	-
ParlaMint-GB_2020-01-29-commons.u33	Minutes of the House of Commons, Daily Session 2020-01-29	2020-01-29	2020-01-29	Lower house	58					COVID	Regular	MP	CON	Conservative	Opposition	Stephenson, Andrew George	M	-
