ID	Title	From	To	House	Term	Session	Meeting	Sitting	Agenda	Subcorpus	Speaker_role	Speaker_type	Speaker_party	Speaker_party_name	Party_status	Speaker_name	Speaker_gender	Speaker_birth
ParlaMint-GB_2016-07-21-commons.u1	Minutes of the House of Commons, Daily Session 2016-07-21	2016-07-21	2016-07-21	Lower house	56					Reference	Regular	MP	SNP	Scottish National Party	Opposition	Day, Martyn	M	-
ParlaMint-GB_2016-07-21-commons.u2	Minutes of the House of Commons, Daily Session 2016-07-21	2016-07-21	2016-07-21	Lower house	56					Reference	Regular	MP	SNP	Scottish National Party	Opposition	Thewliss, Alison Emily	F	-
ParlaMint-GB_2016-07-21-commons.u3	Minutes of the House of Commons, Daily Session 2016-07-21	2016-07-21	2016-07-21	Lower house	56					Reference	Regular	MP	SNP	Scottish National Party	Opposition	Grant, Peter	M	-
ParlaMint-GB_2016-07-21-commons.u4	Minutes of the House of Commons, Daily Session 2016-07-21	2016-07-21	2016-07-21	Lower house	56					Reference	Regular	MP	CON	Conservative	Opposition	Wright, Jeremy Paul	M	-
ParlaMint-GB_2016-07-21-commons.u5	Minutes of the House of Commons, Daily Session 2016-07-21	2016-07-21	2016-07-21	Lower house	56					Reference	Regular	MP	SNP	Scottish National Party	Opposition	Day, Martyn	M	-
ParlaMint-GB_2016-07-21-commons.u6	Minutes of the House of Commons, Daily Session 2016-07-21	2016-07-21	2016-07-21	Lower house	56					Reference	Regular	MP	CON	Conservative	Opposition	Wright, Jeremy Paul	M	-
ParlaMint-GB_2016-07-21-commons.u7	Minutes of the House of Commons, Daily Session 2016-07-21	2016-07-21	2016-07-21	Lower house	56					Reference	Regular	MP	SNP	Scottish National Party	Opposition	Thewliss, Alison Emily	F	-
ParlaMint-GB_2016-07-21-commons.u8	Minutes of the House of Commons, Daily Session 2016-07-21	2016-07-21	2016-07-21	Lower house	56					Reference	Regular	MP	CON	Conservative	Opposition	Wright, Jeremy Paul	M	-
ParlaMint-GB_2016-07-21-commons.u9	Minutes of the House of Commons, Daily Session 2016-07-21	2016-07-21	2016-07-21	Lower house	56					Reference	Regular	MP	SNP	Scottish National Party	Opposition	Grant, Peter	M	-
ParlaMint-GB_2016-07-21-commons.u10	Minutes of the House of Commons, Daily Session 2016-07-21	2016-07-21	2016-07-21	Lower house	56					Reference	Regular	MP	CON	Conservative	Opposition	Wright, Jeremy Paul	M	-
ParlaMint-GB_2016-07-21-commons.u11	Minutes of the House of Commons, Daily Session 2016-07-21	2016-07-21	2016-07-21	Lower house	56					Reference	Regular	MP	CON	Conservative	Opposition	Hollobone, Philip Thomas	M	-
ParlaMint-GB_2016-07-21-commons.u12	Minutes of the House of Commons, Daily Session 2016-07-21	2016-07-21	2016-07-21	Lower house	56					Reference	Regular	MP	CON	Conservative	Opposition	Wright, Jeremy Paul	M	-
ParlaMint-GB_2016-07-21-commons.u13	Minutes of the House of Commons, Daily Session 2016-07-21	2016-07-21	2016-07-21	Lower house	56					Reference	Regular	MP	CON	Conservative	Opposition	Nuttall, David	M	-
ParlaMint-GB_2016-07-21-commons.u14	Minutes of the House of Commons, Daily Session 2016-07-21	2016-07-21	2016-07-21	Lower house	56					Reference	Regular	MP	CON	Conservative	Opposition	Wright, Jeremy Paul	M	-
ParlaMint-GB_2016-07-21-commons.u15	Minutes of the House of Commons, Daily Session 2016-07-21	2016-07-21	2016-07-21	Lower house	56					Reference	Regular	MP	DUP	Democratic Unionist Party	Opposition	Shannon, Richard James	M	-
ParlaMint-GB_2016-07-21-commons.u16	Minutes of the House of Commons, Daily Session 2016-07-21	2016-07-21	2016-07-21	Lower house	56					Reference	Regular	MP	CON	Conservative	Opposition	Wright, Jeremy Paul	M	-
ParlaMint-GB_2016-07-21-commons.u17	Minutes of the House of Commons, Daily Session 2016-07-21	2016-07-21	2016-07-21	Lower house	56					Reference	Regular	MP	SNP	Scottish National Party	Opposition	Arkless, Richard	M	-
ParlaMint-GB_2016-07-21-commons.u18	Minutes of the House of Commons, Daily Session 2016-07-21	2016-07-21	2016-07-21	Lower house	56					Reference	Regular	MP	CON	Conservative	Opposition	Wright, Jeremy Paul	M	-
ParlaMint-GB_2016-07-21-commons.u19	Minutes of the House of Commons, Daily Session 2016-07-21	2016-07-21	2016-07-21	Lower house	56					Reference	Regular	MP	LAB	Labour	Opposition	Greenwood, Lilian Rachel	F	-
